Index,Final Material,Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Zr Precursor,Zr Precursor Concentration (M),Stabilizer/ Dopant/Drying control chemical additive,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Additional Solvents/Precursors (non Zr),Modifier,Modifier Concentration (M),Surfactant,Surfactant Concentration (M),Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Temp (°C),Aging Time (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Gelation/Washing Notes,Drying Method,Supercritical Solvent,Drying Temp (°C),Drying Heating Rate (°C/min),Drying Pressure (MPa),Drying Time (hrs),Drying Atmosphere,Drying Temp 2 (°C),Drying Heating Rate 2 (°C/min),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,SEM?,SEM Instrument,Why SEM?,SEM Column,Acceleration Voltage (kV),Emission Current (mA),TEM?,TEM Instrument,Why TEM?,AFM?,AFM Instrument,Why AFM?,AFM Sample PREP,N2 Adsorption-Desorption Isotherms?,N2 A-D Instrument,Why N2 A-D?,Analysis (°C),Analysis Pressure (psi),Degas (°C),Degas Time (min),Degas Gas,BET/BJH?,Why BET/BJH?,XPS?,XPS Instrument,XPS info,Why XPS?,XRD?,XRD Instrument,Radiation,Why XRD?,XRD 2θ Range (°),XRD Increment (°/step),XRD Rate (°/min),XRD Wavelength (Å),kV,mA,FT-IR?,FT-IR Instrument,Why FTIR?,Range (cm-1),Resolution                 (cm-1),Scans (#),TGA?,TGA Instrument,Why TGA?,TGA Temperature (°C),TGA Atmosphere,TGA Ramp Rate (°C/min),Density?,Density Instrument,Medium,Hardness?,Hardness Instrument,Load (N),Dwell Time (s),Electrical Conductivty?,Electrical Conductivity Instrument,Why Electrical Conductivity?,Small Angle Neutron Scattering (SANS)?,SANS Instrument,Why SANS?,SANS Wavelength (nm),SANS sample-to-detector distance (m),SANS Detector,Small-Angle X-ray Scattering (SAXS)?,SAXS Instrument,Why SAXS?,SAXS Voltage (kV),SAXS Power (W),Thermal Conductivity,Thermal Conductivity Instrument,TC Sinter Temp (°C),TC Sinter Time (hr),ICP?,ICP Instrument,Why ICP?,DLS,DLS Instrument,Why DLS?,Raman,Raman Instrument,Why Raman?,Laser,Spectral Resolution (cm-1),Spectra Recorded Between (cm-1),Porosity,Pore Volume (cm3/g),Pore Size (nm),Nanoparticle Size (nm),Surface Area (m2/g),Density (g/cm3),Thermal Conductivity (W/mK),Crystalline Phase,Notes
182,"Zirconia xerogel, LMA8",Wang et al. ,The investigation of an organic acid assisted sol–gel method for preparing monolithic zirconia aerogels,2018,43,8,Sol-gel,8 mL LMA added to 60 mL ethanol,ZrOCl2 · 8H2O,0.41,,,ethanol,,,,,,,,"L-malic acid, LMA",0.12,,60,,0,,,ethanol,1,0.083,60,ethanol,1,2,40,,,,,,,,,Glassware was preheated to 60C for gelation,Direct air drying,,60,,Atmospheric,,Air,,,,,,,,,,,As-dried sample ,Yes,Hitachi S-4800,Morphology,,,,Yes,"JEM-1200EX, JEOL, Japan)",Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",Yes,Escalab 250Xi,,,Yes,"X'Pert PRO, PANalytical B.V.",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,Yes,Nicolet 5700 spectro- photometer,Surface functional groups,,,,"Yes, with DTA",TA-Q 500,Mass loss with temperature change,1000,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,,,,,,,,Amorphous,
183,"Zirconia xerogel, LMA8 @ 350C",Wang et al. ,The investigation of an organic acid assisted sol–gel method for preparing monolithic zirconia aerogels,2018,43,8,Sol-gel,8 mL LMA added to 60 mL ethanol,ZrOCl2 · 8H2O,0.41,,,ethanol,,,,,,,,"L-malic acid, LMA",0.12,,60,,0,,,ethanol,1,0.083,60,ethanol,1,2,40,,,,,,,,,Glassware was preheated to 60C for gelation,Direct air drying,,60,,Atmospheric,,Air,,,,,,,350,,,,,Yes,Hitachi S-4800,Morphology,,,,Yes,"JEM-1200EX, JEOL, Japan)",Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",Yes,Escalab 250Xi,,,Yes,"X'Pert PRO, PANalytical B.V.",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,Yes,Nicolet 5700 spectro- photometer,Surface functional groups,,,,"Yes, with DTA",TA-Q 500,Mass loss with temperature change,1000,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,,,,,,,,Tetragonal ,
184,"Zirconia xerogel, LMA8 @ 450C",Wang et al. ,The investigation of an organic acid assisted sol–gel method for preparing monolithic zirconia aerogels,2018,43,8,Sol-gel,8 mL LMA added to 60 mL ethanol,ZrOCl2 · 8H2O,0.41,,,ethanol,,,,,,,,"L-malic acid, LMA",0.12,,60,,0,,,ethanol,1,0.083,60,ethanol,1,2,40,,,,,,,,,Glassware was preheated to 60C for gelation,Direct air drying,,60,,Atmospheric,,Air,,,,,,,450,,,,,Yes,Hitachi S-4800,Morphology,,,,Yes,"JEM-1200EX, JEOL, Japan)",Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",Yes,Escalab 250Xi,,,Yes,"X'Pert PRO, PANalytical B.V.",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,Yes,Nicolet 5700 spectro- photometer,Surface functional groups,,,,"Yes, with DTA",TA-Q 500,Mass loss with temperature change,1000,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,,,,,,,,Tetragonal + Monoclinic,
185,"Zirconia xerogel, LMA8 @ 600C",Wang et al. ,The investigation of an organic acid assisted sol–gel method for preparing monolithic zirconia aerogels,2018,43,8,Sol-gel,8 mL LMA added to 60 mL ethanol,ZrOCl2 · 8H2O,0.41,,,ethanol,,,,,,,,"L-malic acid, LMA",0.12,,60,,0,,,ethanol,1,0.083,60,ethanol,1,2,40,,,,,,,,,Glassware was preheated to 60C for gelation,Direct air drying,,60,,Atmospheric,,Air,,,,,,,600,,,,,Yes,Hitachi S-4800,Morphology,,,,Yes,"JEM-1200EX, JEOL, Japan)",Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",Yes,Escalab 250Xi,,,Yes,"X'Pert PRO, PANalytical B.V.",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,Yes,Nicolet 5700 spectro- photometer,Surface functional groups,,,,"Yes, with DTA",TA-Q 500,Mass loss with temperature change,1000,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,,,,,,,,Tetragonal + Monoclinic,
186,"Zirconia xerogel, BA4",Wang et al. ,The investigation of an organic acid assisted sol–gel method for preparing monolithic zirconia aerogels,2018,43,8,Sol-gel,4 mL BA added to 60 mL ethanol,ZrOCl2 · 8H2O,0.43,,,ethanol,,,,,,,,"butanedioic acid, BA",0.063,,60,,,,,ethanol,1,0.083,60,ethanol,1,2,40,,,,,,,,,No gel formed,Direct air drying,,60,,Atmospheric,,Air,,,,,,,,,,,As-dried sample ,Yes,Hitachi S-4800,Morphology,,,,Yes,"JEM-1200EX, JEOL, Japan)",Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",Yes,Escalab 250Xi,,,Yes,"X'Pert PRO, PANalytical B.V.",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,Yes,Nicolet 5700 spectro- photometer,Surface functional groups,,,,"Yes, with DTA",TA-Q 500,Mass loss with temperature change,1000,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,,,,,,,,,No wet gel formed with BA
187,"Zirconia xerogel, BA4 @ 350C",Wang et al. ,The investigation of an organic acid assisted sol–gel method for preparing monolithic zirconia aerogels,2018,43,8,Sol-gel,4 mL BA added to 60 mL ethanol,ZrOCl2 · 8H2O,0.43,,,ethanol,,,,,,,,"butanedioic acid, BA",0.063,,60,,,,,ethanol,1,0.083,60,ethanol,1,2,40,,,,,,,,,No gel formed,Direct air drying,,60,,Atmospheric,,Air,,,,,,,350,,,,,Yes,Hitachi S-4800,Morphology,,,,Yes,"JEM-1200EX, JEOL, Japan)",Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",Yes,Escalab 250Xi,,,Yes,"X'Pert PRO, PANalytical B.V.",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,Yes,Nicolet 5700 spectro- photometer,Surface functional groups,,,,"Yes, with DTA",TA-Q 500,Mass loss with temperature change,1000,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,,,,,,,,,No wet gel formed with BA
188,"Zirconia xerogel, BA4 @ 450C",Wang et al. ,The investigation of an organic acid assisted sol–gel method for preparing monolithic zirconia aerogels,2018,43,8,Sol-gel,4 mL BA added to 60 mL ethanol,ZrOCl2 · 8H2O,0.43,,,ethanol,,,,,,,,"butanedioic acid, BA",0.063,,60,,,,,ethanol,1,0.083,60,ethanol,1,2,40,,,,,,,,,No gel formed,Direct air drying,,60,,Atmospheric,,Air,,,,,,,450,,,,,Yes,Hitachi S-4800,Morphology,,,,Yes,"JEM-1200EX, JEOL, Japan)",Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",Yes,Escalab 250Xi,,,Yes,"X'Pert PRO, PANalytical B.V.",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,Yes,Nicolet 5700 spectro- photometer,Surface functional groups,,,,"Yes, with DTA",TA-Q 500,Mass loss with temperature change,1000,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,,,,,,,,,No wet gel formed with BA
189,"Zirconia xerogel, BA4 @ 600C",Wang et al. ,The investigation of an organic acid assisted sol–gel method for preparing monolithic zirconia aerogels,2018,43,8,Sol-gel,4 mL BA added to 60 mL ethanol,ZrOCl2 · 8H2O,0.43,,,ethanol,,,,,,,,"butanedioic acid, BA",0.063,,60,,,,,ethanol,1,0.083,60,ethanol,1,2,40,,,,,,,,,No gel formed,Direct air drying,,60,,Atmospheric,,Air,,,,,,,600,,,,,Yes,Hitachi S-4800,Morphology,,,,Yes,"JEM-1200EX, JEOL, Japan)",Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",Yes,Escalab 250Xi,,,Yes,"X'Pert PRO, PANalytical B.V.",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,Yes,Nicolet 5700 spectro- photometer,Surface functional groups,,,,"Yes, with DTA",TA-Q 500,Mass loss with temperature change,1000,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,,,,,,,,,No wet gel formed with BA
190,"Zirconia xerogel, BA6",Wang et al. ,The investigation of an organic acid assisted sol–gel method for preparing monolithic zirconia aerogels,2018,43,8,Sol-gel,6 mL BA added to 60 mL ethanol,ZrOCl2 · 8H2O,0.42,,,ethanol,,,,,,,,"butanedioic acid, BA",0.091,,60,,,,,ethanol,1,0.083,60,ethanol,1,2,40,,,,,,,,,No gel formed,Direct air drying,,60,,Atmospheric,,Air,,,,,,,,,,,As-dried sample ,Yes,Hitachi S-4800,Morphology,,,,Yes,"JEM-1200EX, JEOL, Japan)",Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",Yes,Escalab 250Xi,,,Yes,"X'Pert PRO, PANalytical B.V.",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,Yes,Nicolet 5700 spectro- photometer,Surface functional groups,,,,"Yes, with DTA",TA-Q 500,Mass loss with temperature change,1000,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,,,,,,,,,No wet gel formed with BA
191,"Zirconia xerogel, BA6 @ 350C",Wang et al. ,The investigation of an organic acid assisted sol–gel method for preparing monolithic zirconia aerogels,2018,43,8,Sol-gel,6 mL BA added to 60 mL ethanol,ZrOCl2 · 8H2O,0.42,,,ethanol,,,,,,,,"butanedioic acid, BA",0.091,,60,,,,,ethanol,1,0.083,60,ethanol,1,2,40,,,,,,,,,No gel formed,Direct air drying,,60,,Atmospheric,,Air,,,,,,,350,,,,,Yes,Hitachi S-4800,Morphology,,,,Yes,"JEM-1200EX, JEOL, Japan)",Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",Yes,Escalab 250Xi,,,Yes,"X'Pert PRO, PANalytical B.V.",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,Yes,Nicolet 5700 spectro- photometer,Surface functional groups,,,,"Yes, with DTA",TA-Q 500,Mass loss with temperature change,1000,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,,,,,,,,,No wet gel formed with BA
192,"Zirconia xerogel, BA6 @ 450C",Wang et al. ,The investigation of an organic acid assisted sol–gel method for preparing monolithic zirconia aerogels,2018,43,8,Sol-gel,6 mL BA added to 60 mL ethanol,ZrOCl2 · 8H2O,0.42,,,ethanol,,,,,,,,"butanedioic acid, BA",0.091,,60,,,,,ethanol,1,0.083,60,ethanol,1,2,40,,,,,,,,,No gel formed,Direct air drying,,60,,Atmospheric,,Air,,,,,,,450,,,,,Yes,Hitachi S-4800,Morphology,,,,Yes,"JEM-1200EX, JEOL, Japan)",Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",Yes,Escalab 250Xi,,,Yes,"X'Pert PRO, PANalytical B.V.",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,Yes,Nicolet 5700 spectro- photometer,Surface functional groups,,,,"Yes, with DTA",TA-Q 500,Mass loss with temperature change,1000,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,,,,,,,,,No wet gel formed with BA
193,"Zirconia xerogel, BA6 @ 600C",Wang et al. ,The investigation of an organic acid assisted sol–gel method for preparing monolithic zirconia aerogels,2018,43,8,Sol-gel,6 mL BA added to 60 mL ethanol,ZrOCl2 · 8H2O,0.42,,,ethanol,,,,,,,,"butanedioic acid, BA",0.091,,60,,,,,ethanol,1,0.083,60,ethanol,1,2,40,,,,,,,,,No gel formed,Direct air drying,,60,,Atmospheric,,Air,,,,,,,600,,,,,Yes,Hitachi S-4800,Morphology,,,,Yes,"JEM-1200EX, JEOL, Japan)",Morphology,No,,,,Yes,Quantachrome Instrument Corp,"Surface areas, pore size distribution",-196.15,,,,,"Yes, BET/BJH","Surface areas, pore size distribution",Yes,Escalab 250Xi,,,Yes,"X'Pert PRO, PANalytical B.V.",Cu Kα,Crystal phase,Oct-90,,4,1.5418,,,Yes,Nicolet 5700 spectro- photometer,Surface functional groups,,,,"Yes, with DTA",TA-Q 500,Mass loss with temperature change,1000,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,,,,,,,,,No wet gel formed with BA
194,Zirconia aerogel powders,Bangi et al.,Evolution of textural characteristics of surfactant‑mediated mesoporous zirconia aerogel powders prepared via ambient pressure drying route,2018,33,1,Sol-gel,"The Zr precursor was 70% in n-PrOH for this paper, this gel was made with no heat treatment and no surfactant",Zr(OC3H7)4,0.5,,,n-propanol,,water,,hexam- ethyldisilazane,,,,acetic acid glacial,1.25,,50,,,50,24,hexane,1,1,50,hexane,1,1,50,,,,,,,,,silyation using HMDZ between washes 1 and 2,Oven Drying,,50/150,,,2-Jan,,,,,,,50 C for 1 hour then 150C for 2 ht,,,,,,Yes,"JEOL JSM- 600F, Japan",Morphology,,,,No,,,No,,,,Yes,"TriStar 3000 V6.05 A, USA",Surface area and average pore diameter,-196.15,,,,,No,,No,,,,Yes,"RIGAKU Ultima IV diffractometer, Japan",Cu Kα,Crystallinity,,,,1.541,40,30,Yes,Thermo Nexus 670,Chemical bonds,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,mesoporous,0.37,7.171,,203.58,,,,
195,Zirconia aerogel powders w/ Brij-76 (0.01 M),Bangi et al.,Evolution of textural characteristics of surfactant‑mediated mesoporous zirconia aerogel powders prepared via ambient pressure drying route,2018,33,1,Sol-gel,"with surfactant, without heat treatment",Zr(OC3H7)4,0.5,,,n-propanol,,water,,hexam- ethyldisilazane,,Brij-76,0.01,acetic acid glacial,1.25,,50,,,50,24,hexane,1,1,50,hexane,1,1,50,,,,,,,,,silyation using HMDZ between washes 1 and 3,Oven Drying,,50/150,,,2-Jan,,,,,,,51 C for 1 hour then 150C for 2 ht,,,,,,Yes,"JEOL JSM- 600F, Japan",Morphology,,,,No,,,No,,,,Yes,"TriStar 3000 V6.05 A, USA",Surface area and average pore diameter,-195.15,,,,,No,,No,,,,Yes,"RIGAKU Ultima IV diffractometer, Japan",Cu Kα,Crystallinity,,,,1.541,40,30,Yes,Thermo Nexus 671,Chemical bonds,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,mesoporous,0.27,6.03,,177.87,,,nanocrystalline amorphous ,
196,Zirconia aerogel powders @ 500C,Bangi et al.,Evolution of textural characteristics of surfactant‑mediated mesoporous zirconia aerogel powders prepared via ambient pressure drying route,2018,33,1,Sol-gel,"with no surfactant, with heat treatment",Zr(OC3H7)4,0.5,,,n-propanol,,water,,hexam- ethyldisilazane,,,,acetic acid glacial,1.25,,50,,,50,24,hexane,1,1,50,hexane,1,1,50,,,,,,,,,silyation using HMDZ between washes 1 and 4,Oven Drying,,50/150,,,2-Jan,,,,,,,52 C for 1 hour then 150C for 2 ht,500,60,10,Air,,Yes,"JEOL JSM- 600F, Japan",Morphology,,,,No,,,No,,,,Yes,"TriStar 3000 V6.05 A, USA",Surface area and average pore diameter,-194.15,,,,,No,,No,,,,Yes,"RIGAKU Ultima IV diffractometer, Japan",Cu Kα,Crystallinity,,,,1.541,40,30,Yes,Thermo Nexus 672,Chemical bonds,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,mesoporous,0.04,4.646,,27.43,,,,
197,Zirconia aerogel powders w/ Brij-76 (0.01 M) @ 500C,Bangi et al.,Evolution of textural characteristics of surfactant‑mediated mesoporous zirconia aerogel powders prepared via ambient pressure drying route,2018,33,1,Sol-gel,with surfactant at different concentrations and heat treatment,Zr(OC3H7)4,0.5,,,n-propanol,,water,,hexam- ethyldisilazane,,Brij-76,0.01,acetic acid glacial,1.25,,50,,,50,24,hexane,1,1,50,hexane,1,1,50,,,,,,,,,silyation using HMDZ between washes 1 and 5,Oven Drying,,50/150,,,2-Jan,,,,,,,53 C for 1 hour then 150C for 2 ht,500,60,10,Air,,Yes,"JEOL JSM- 600F, Japan",Morphology,,,,No,,,No,,,,Yes,"TriStar 3000 V6.05 A, USA",Surface area and average pore diameter,-193.15,,,,,No,,No,,,,Yes,"RIGAKU Ultima IV diffractometer, Japan",Cu Kα,Crystallinity,,,,1.541,40,30,Yes,Thermo Nexus 673,Chemical bonds,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,mesoporous,0.06,4.96,,45.23,,,tetragonal,"different results correspond to different Brij concentrations (0.01, 0.05, 0.1 M)"
198,Zirconia aerogel powders w/ Brij-76 (0.05 M) @ 500C,Bangi et al.,Evolution of textural characteristics of surfactant‑mediated mesoporous zirconia aerogel powders prepared via ambient pressure drying route,2018,33,1,Sol-gel,with surfactant at different concentrations and heat treatment,Zr(OC3H7)4,0.5,,,n-propanol,,water,,hexam- ethyldisilazane,,Brij-76,0.05,acetic acid glacial,1.25,,50,,,50,24,hexane,1,1,50,hexane,1,1,50,,,,,,,,,silyation using HMDZ between washes 1 and 6,Oven Drying,,50/150,,,2-Jan,,,,,,,54 C for 1 hour then 150C for 2 ht,500,60,10,Air,,Yes,"JEOL JSM- 600F, Japan",Morphology,,,,No,,,No,,,,Yes,"TriStar 3000 V6.05 A, USA",Surface area and average pore diameter,-193.15,,,,,No,,No,,,,Yes,"RIGAKU Ultima IV diffractometer, Japan",Cu Kα,Crystallinity,,,,1.541,40,30,Yes,Thermo Nexus 673,Chemical bonds,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,mesoporous,0.15,14.773,,39.74,,,tetragonal,"different results correspond to different Brij concentrations (0.01, 0.05, 0.1 M)"
199,Zirconia aerogel powders w/ Brij-76 (0.1 M) @ 500C,Bangi et al.,Evolution of textural characteristics of surfactant‑mediated mesoporous zirconia aerogel powders prepared via ambient pressure drying route,2018,33,1,Sol-gel,with surfactant at different concentrations and heat treatment,Zr(OC3H7)4,0.5,,,n-propanol,,water,,hexam- ethyldisilazane,,Brij-76,0.1,acetic acid glacial,1.25,,50,,,50,24,hexane,1,1,50,hexane,1,1,50,,,,,,,,,silyation using HMDZ between washes 1 and 7,Oven Drying,,50/150,,,2-Jan,,,,,,,55 C for 1 hour then 150C for 2 ht,500,60,10,Air,,Yes,"JEOL JSM- 600F, Japan",Morphology,,,,No,,,No,,,,Yes,"TriStar 3000 V6.05 A, USA",Surface area and average pore diameter,-193.15,,,,,No,,No,,,,Yes,"RIGAKU Ultima IV diffractometer, Japan",Cu Kα,Crystallinity,,,,1.541,40,30,Yes,Thermo Nexus 673,Chemical bonds,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No ,,,No,,,,,,mesoporous,0.08,9.415,,33.54,,,tetragonal,"different results correspond to different Brij concentrations (0.01, 0.05, 0.1 M)"
200,"ZrO2–SiO2 aerogels, as-dried",Hu et al. ,Improvement of thermal stability of ZrO2–SiO2 aerogels by an inorganic–organic synergetic surface modificatio,2017,29,8,Sol-gel,separate sols one gel,ZrOCl2,,,,ethanol,,water,"TEOS, formamide,nitric acid",,,PEG600,,"1,2-epoxyporopane",,,,,120,,,ethanol,4,0.5,20,25% vol TEOS ethanol,1,2,45 (day 1)/60 (day 2),,,,,,,,,,Supercritical drying,Ethanol,260,1,7.5 Mpa,0.5,,,,,,,The drying time was at supercritical state,,,,,As-dried sample],Yes,TEDCLS-4800,"Morphologies, microstructure",,,,Yes,JEOL-200CX,"Morphologies, microstructure",No,,,,Yes,NOVA 2200e surface area analyzer (Quantachrome),Surface area and average pore diameter,,,,,,Yes,Specific surface area and pore volume,No,,,,Yes,Rigaku D/MAX 2500 ,Cu Kα,Crystallinity,Oct-90,,,1.5418,,,Yes,IRPtrestige-21 FTIR Spectrometer,Chemical bonds,400  - 4000,4,40,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,Yes,"Hot disk thermal analyzer (XIATECH, TC3000, China)",,,Yes,"Agilent 7700x, America",Element ratio,No ,,,No,,,,,,"mesoporous, 94%",1.522,,,772.2,0.24,0.0268,Amorphous,
201,ZrO2–SiO2 aerogels @ 800C,Hu et al. ,Improvement of thermal stability of ZrO2–SiO2 aerogels by an inorganic–organic synergetic surface modificatio,2017,29,8,Sol-gel,,ZrOCl2,,,,ethanol,,water,"TEOS, formamide,nitric acid",,,PEG601,,"1,2-epoxyporopane",,,,,120,,,ethanol,4,0.5,20,25% vol TEOS ethanol,1,2,45 (day 1)/60 (day 2),,,,,,,,,,Supercritical drying,Ethanol,260,1,7.5 Mpa,0.5,,,,,,,The drying time was at supercritical state,800,,,,,Yes,TEDCLS-4800,"Morphologies, microstructure",,,,Yes,JEOL-200CX,"Morphologies, microstructure",No,,,,Yes,NOVA 2200e surface area analyzer (Quantachrome),Surface area and average pore diameter,,,,,,Yes,Specific surface area and pore volume,No,,,,Yes,Rigaku D/MAX 2500 ,Cu Kα,Crystallinity,Oct-90,,,1.5418,,,Yes,IRPtrestige-21 FTIR Spectrometer,Chemical bonds,400  - 4000,4,40,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,Yes,"Hot disk thermal analyzer (XIATECH, TC3000, China)",,,Yes,"Agilent 7700x, America",Element ratio,No ,,,No,,,,,,mesoporous,,,,,,,Tetragonal,Below 800C was amorphous
202,ZrO2–SiO2 aerogels @ 900C,Hu et al. ,Improvement of thermal stability of ZrO2–SiO2 aerogels by an inorganic–organic synergetic surface modificatio,2017,29,8,Sol-gel,,ZrOCl2,,,,ethanol,,water,"TEOS, formamide,nitric acid",,,PEG602,,"1,2-epoxyporopane",,,,,120,,,ethanol,4,0.5,20,25% vol TEOS ethanol,1,2,45 (day 1)/60 (day 2),,,,,,,,,,Supercritical drying,Ethanol,260,1,7.5 Mpa,0.5,,,,,,,The drying time was at supercritical state,900,,,,,Yes,TEDCLS-4800,"Morphologies, microstructure",,,,Yes,JEOL-200CX,"Morphologies, microstructure",No,,,,Yes,NOVA 2200e surface area analyzer (Quantachrome),Surface area and average pore diameter,,,,,,Yes,Specific surface area and pore volume,No,,,,Yes,Rigaku D/MAX 2500,Cu Kα,Crystallinity,Oct-90,,,1.5418,,,Yes,IRPtrestige-21 FTIR Spectrometer,Chemical bonds,400  - 4000,4,40,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,Yes,"Hot disk thermal analyzer (XIATECH, TC3000, China)",,,Yes,"Agilent 7700x, America",Element ratio,No ,,,No,,,,,,mesoporous,,,,,,,Tetragonal ,Higher crystallinity
